Row ID,Order ID,Order Date,Region,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit
140,IN-2023-100140,05-09-2023,South,Office Supplies,Envelopes,Off-En-10004,Deluxe Courier Envelope,236.26,3,0.0,80.74
141,IN-2023-100141,25-09-2023,East,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,1173.43,1,0.0,100.41
142,IN-2022-100142,10-02-2022,East,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,29135.06,5,0.3,-2739.73
143,IN-2022-100143,28-08-2022,South,Office Supplies,Art,Off-Ar-10003,Camel Acrylic Paint,101.9,1,0.0,25.4
144,IN-2019-100144,31-12-2019,East,Office Supplies,Appliances,Off-Ap-10002,Usha Dry Iron,4263.06,2,0.0,991.41
145,IN-2019-100145,02-03-2019,East,Office Supplies,Appliances,Off-Ap-10003,Havells Induction Cooktop,2014.22,1,0.0,691.96
146,IN-2019-100146,12-04-2019,West,Technology,Phones,Tec-Ph-10004,Realme Narzo,44243.0,3,0.1,6549.22
147,IN-2023-100147,01-03-2023,East,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,382.07,3,0.0,110.21
148,IN-2020-100148,10-12-2020,Central,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,15579.53,2,0.0,1822.68
149,IN-2022-100149,04-08-2022,West,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,29839.26,2,0.0,3523.37
150,IN-2023-100150,23-03-2023,South,Technology,Machines,Tec-Ma-10004,Barcode Scanner,46276.27,5,0.0,10611.44
151,IN-2021-100151,23-07-2021,East,Office Supplies,Fasteners,Off-Fa-10001,Kangaroo Stapler Pins,77.84,2,0.0,19.17
152,IN-2019-100152,11-05-2019,South,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,23283.32,3,0.0,4212.5
153,IN-2022-100153,04-10-2022,West,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,7094.62,2,0.2,-235.89
154,IN-2021-100154,08-01-2021,West,Office Supplies,Fasteners,Off-Fa-10001,Kangaroo Stapler Pins,78.32,2,0.1,23.03
155,IN-2019-100155,29-01-2019,West,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,7383.61,2,0.2,172.84
156,IN-2019-100156,23-09-2019,West,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,18836.18,2,0.0,1822.04
157,IN-2020-100157,11-01-2020,West,Office Supplies,Art,Off-Ar-10002,Faber-Castell Crayons,90.84,1,0.0,31.57
158,IN-2020-100158,07-08-2020,East,Furniture,Chairs,Fur-Ch-10004,Supreme Plastic Chair,4419.7,1,0.1,89.91
159,IN-2022-100159,04-11-2022,West,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,42222.91,5,0.0,5280.19
160,IN-2020-100160,17-07-2020,Central,Technology,Machines,Tec-Ma-10004,Barcode Scanner,21713.31,3,0.1,1356.98
161,IN-2022-100161,04-02-2022,West,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,7919.38,1,0.0,441.78
162,IN-2021-100162,06-12-2021,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,9045.06,2,0.0,918.3
163,IN-2021-100163,29-04-2021,West,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,3401.6,3,0.0,352.74
164,IN-2019-100164,25-11-2019,Central,Office Supplies,Envelopes,Off-En-10002,Kangaroo Paper Envelope,156.52,2,0.0,38.4
165,IN-2022-100165,03-05-2022,South,Office Supplies,Appliances,Off-Ap-10003,Havells Induction Cooktop,4444.75,2,0.0,1029.81
166,IN-2021-100166,01-09-2021,West,Technology,Phones,Tec-Ph-10004,Realme Narzo,27486.28,2,0.0,5565.66
167,IN-2021-100167,30-08-2021,South,Office Supplies,Supplies,Off-Su-10001,Solo Scissors,219.99,2,0.1,36.08
168,IN-2019-100168,09-02-2019,East,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,19070.73,4,0.0,2575.66
169,IN-2023-100169,14-05-2023,Central,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,4887.08,1,0.0,585.96
170,IN-2020-100170,30-11-2020,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,29349.52,4,0.1,215.17
171,IN-2019-100171,29-12-2019,South,Office Supplies,Fasteners,Off-Fa-10003,Deluxe Binder Clips,36.4,1,0.1,5.32
172,IN-2022-100172,01-06-2022,South,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,475.98,2,0.0,122.8
173,IN-2020-100173,05-11-2020,Central,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,710.24,1,0.1,122.78
174,IN-2019-100174,01-12-2019,West,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,23345.49,5,0.0,1869.89
175,IN-2021-100175,06-11-2021,Central,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,455.79,2,0.0,146.07
176,IN-2022-100176,17-07-2022,Central,Technology,Phones,Tec-Ph-10004,Realme Narzo,37503.7,3,0.1,1805.15
177,IN-2021-100177,25-06-2021,South,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,1582.69,2,0.0,553.03
178,IN-2022-100178,27-01-2022,South,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,28045.88,3,0.0,1633.34
179,IN-2021-100179,31-08-2021,Central,Office Supplies,Storage,Off-St-10001,Godrej Plastic Drawer,3262.54,5,0.1,901.6
180,IN-2021-100180,18-05-2021,East,Office Supplies,Storage,Off-St-10001,Godrej Plastic Drawer,1539.82,2,0.0,454.07
181,IN-2022-100181,31-03-2022,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,13242.39,2,0.2,608.9
182,IN-2023-100182,27-05-2023,Central,Office Supplies,Appliances,Off-Ap-10001,Bajaj Electric Kettle,2047.61,1,0.0,524.33
183,IN-2019-100183,18-07-2019,East,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,1301.0,1,0.0,168.68
184,IN-2022-100184,22-03-2022,West,Office Supplies,Fasteners,Off-Fa-10001,Kangaroo Stapler Pins,75.96,2,0.0,14.82
185,IN-2021-100185,13-08-2021,East,Office Supplies,Labels,Off-La-10001,Oddy Self Adhesive Labels,52.98,1,0.0,12.77
186,IN-2019-100186,13-03-2019,South,Office Supplies,Binders,Off-Bi-10002,Kangaroo File Binder,783.28,5,0.0,236.09
187,IN-2019-100187,12-04-2019,South,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,379.36,1,0.5,-143.64
188,IN-2020-100188,14-08-2020,West,Office Supplies,Art,Off-Ar-10001,Cello Colour Bombs,180.39,2,0.0,45.74
189,IN-2021-100189,11-03-2021,South,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,21860.11,3,0.0,3229.76
190,IN-2019-100190,31-03-2019,West,Office Supplies,Binders,Off-Bi-10003,Deluxe Lever Arch File,140.02,1,0.0,38.83
191,IN-2020-100191,26-09-2020,West,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,6805.75,1,0.1,554.95
192,IN-2023-100192,10-09-2023,Central,Office Supplies,Art,Off-Ar-10002,Faber-Castell Crayons,199.38,2,0.0,51.96
193,IN-2022-100193,14-11-2022,West,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,1674.11,2,0.0,271.32
194,IN-2019-100194,28-03-2019,Central,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,8692.23,2,0.0,1081.56
195,IN-2023-100195,23-10-2023,East,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,16379.38,2,0.1,283.2
196,IN-2022-100196,07-10-2022,Central,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,8825.87,1,0.0,810.57
197,IN-2022-100197,15-05-2022,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,31990.27,4,0.1,3463.54
198,IN-2020-100198,30-05-2020,Central,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,107.34,1,0.0,25.52
199,IN-2022-100199,14-02-2022,West,Office Supplies,Binders,Off-Bi-10004,Oddy Ring Binder,286.61,2,0.0,95.29
200,IN-2022-100200,15-07-2022,East,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,19179.96,3,0.1,670.83
201,IN-2020-100201,22-04-2020,East,Office Supplies,Binders,Off-Bi-10003,Deluxe Lever Arch File,274.15,2,0.0,46.46
202,IN-2020-100202,16-01-2020,East,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,122.23,1,0.0,27.89
203,IN-2019-100203,28-01-2019,West,Technology,Phones,Tec-Ph-10001,OnePlus Nord,15820.42,1,0.0,3883.49
204,IN-2022-100204,19-08-2022,East,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,1545.88,2,0.0,309.81
205,IN-2022-100205,16-10-2022,South,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2499.25,2,0.0,166.85
206,IN-2022-100206,18-02-2022,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,17113.0,2,0.1,668.8
